thread,query_type,latency_us
reader,SELECT,57.583000000027695
writer,UPDATE,32.58300000008596
reader,SELECT,52.083000000147095
writer,UPDATE,107.58299999991117
reader,SELECT,151.7919999998174
reader,SELECT,68.87500000019031
writer,UPDATE,37.00000000006476
reader,SELECT,44.208000000045544
reader,SELECT,35.291999999964574
writer,UPDATE,82.24999999995042
reader,SELECT,63.7909999998687
reader,SELECT,44.334000000034735
writer,UPDATE,32.2499999998449
reader,SELECT,47.708999999951374
reader,SELECT,45.99999999999049
writer,UPDATE,41.24999999999268
reader,SELECT,45.6250000000491
reader,SELECT,65.49999999982958
writer,UPDATE,56.79100000000048
reader,SELECT,76.5420000001793
reader,SELECT,50.45800000003098
writer,UPDATE,69.83299999996362
reader,SELECT,58.49999999996136
reader,SELECT,51.99999999994098
writer,UPDATE,73.50000000005963
reader,SELECT,83.37499999999665
reader,SELECT,64.66600000010203
writer,UPDATE,66.12500000002797
reader,SELECT,94.12499999994495
reader,SELECT,49.87499999997702
writer,UPDATE,48.08400000011481
reader,SELECT,57.958000000191134
reader,SELECT,49.62500000016412
writer,UPDATE,37.74999999994755
reader,SELECT,55.2920000000956
writer,UPDATE,106.08300000014559
reader,SELECT,148.000000000037
reader,SELECT,52.08299999992505
reader,SELECT,102.83299999991335
writer,UPDATE,45.6250000000491
reader,SELECT,47.58300000018423
writer,UPDATE,73.12499999989619
reader,SELECT,41.500000000027626
reader,SELECT,52.041999999863364
reader,SELECT,30.959000000052583
writer,UPDATE,37.415999999845795
reader,SELECT,38.334000000084245
writer,UPDATE,26.540999999991044
reader,SELECT,34.70800000004992
reader,SELECT,28.62499999989332
writer,UPDATE,24.20899999999726
reader,SELECT,40.04200000018443
reader,SELECT,25.708999999984883
writer,UPDATE,23.45800000003173
reader,SELECT,30.417000000060312
reader,SELECT,26.08300000006558
writer,UPDATE,58.95799999988682
reader,SELECT,71.79100000009875
reader,SELECT,73.29200000016911
writer,UPDATE,68.12499999986343
reader,SELECT,86.91600000010347
reader,SELECT,71.45799999985769
writer,UPDATE,68.04199999987937
reader,SELECT,162.70800000017795
reader,SELECT,68.58300000001094
writer,UPDATE,76.7919999999922
reader,SELECT,94.99999999995623
reader,SELECT,74.16599999987561
writer,UPDATE,58.041999999813854
reader,SELECT,99.99999999998899
reader,SELECT,66.45800000004698
writer,UPDATE,56.749999999938794
reader,SELECT,80.91699999979163
reader,SELECT,63.042000000068654
writer,UPDATE,63.99999999984196
reader,SELECT,89.04200000015017
reader,SELECT,66.20800000001204
writer,UPDATE,68.04100000001867
reader,SELECT,78.08300000000656
reader,SELECT,71.12500000006072
writer,UPDATE,59.74999999991404
reader,SELECT,120.66599999993599
reader,SELECT,197.16699999983155
writer,UPDATE,249.75000000004854
reader,SELECT,91.58299999989516
writer,UPDATE,97.0839999998585
reader,SELECT,102.37499999998789
reader,SELECT,51.83300000011215
writer,UPDATE,49.583000000019695
reader,SELECT,61.04200000001114
reader,SELECT,39.12500000002872
writer,UPDATE,34.87499999987875
reader,SELECT,89.83399999995534
reader,SELECT,70.20899999998775
writer,UPDATE,54.99999999991623
reader,SELECT,90.45800000007098
reader,SELECT,59.83300000012015
writer,UPDATE,43.207999999905766
reader,SELECT,69.24999999990966
reader,SELECT,62.000000000006494
writer,UPDATE,59.33299999982822
reader,SELECT,86.37499999997189
reader,SELECT,64.000000000064
writer,UPDATE,59.291999999988576
reader,SELECT,75.33300000006626
reader,SELECT,77.29099999997935
writer,UPDATE,76.12499999987143
reader,SELECT,82.12499999982192
reader,SELECT,75.87500000005853
writer,UPDATE,87.87499999995951
reader,SELECT,101.20800000001928
reader,SELECT,70.41699999987827
writer,UPDATE,60.12500000007748
reader,SELECT,100.16700000003986
reader,SELECT,72.1250000002005
writer,UPDATE,56.29200000001333
reader,SELECT,85.70800000007317
reader,SELECT,69.95799999987007
writer,UPDATE,52.50000000001087
reader,SELECT,83.20799999994577
reader,SELECT,71.00000000015427
writer,UPDATE,57.709000000016886
reader,SELECT,103.29100000006086
reader,SELECT,119.16700000003111
writer,UPDATE,123.04200000001764
reader,SELECT,86.83400000020214
writer,UPDATE,149.33299999997374
reader,SELECT,154.33400000008925
reader,SELECT,94.45799999996396
writer,UPDATE,60.87500000018231
reader,SELECT,86.04100000009218
reader,SELECT,53.58300000013472
writer,UPDATE,44.54199999992525
reader,SELECT,61.082999999850784
reader,SELECT,31.24999999992717
writer,UPDATE,26.458000000006976
reader,SELECT,45.375000000014154
reader,SELECT,39.95799999989558
writer,UPDATE,41.66699999985646
reader,SELECT,50.49999999995336
reader,SELECT,31.832999999981126
writer,UPDATE,31.54200000010654
reader,SELECT,37.541000000196334
reader,SELECT,29.000000000056758
writer,UPDATE,28.040999999978666
reader,SELECT,61.792000000115976
reader,SELECT,35.082999999991316
writer,UPDATE,31.00000000011427
reader,SELECT,69.54100000000629
reader,SELECT,53.6250000000571
writer,UPDATE,25.707999999902142
reader,SELECT,35.290999999881834
reader,SELECT,56.16700000010688
writer,UPDATE,27.208999999972505
reader,SELECT,61.41699999995254
reader,SELECT,63.87499999993551
writer,UPDATE,38.79200000000971
reader,SELECT,58.62499999986781
reader,SELECT,184.08300000016808
writer,UPDATE,108.54199999998926
reader,SELECT,82.49999999998536
writer,UPDATE,57.95799999996909
reader,SELECT,85.49999999996061
reader,SELECT,66.20899999987273
writer,UPDATE,75.74999999993004
reader,SELECT,110.08399999989926
reader,SELECT,64.91699999999767
writer,UPDATE,63.62500000012261
reader,SELECT,87.37499999988962
reader,SELECT,70.83299999988135
writer,UPDATE,52.208000000053545
reader,SELECT,85.33300000013178
reader,SELECT,72.04199999999439
writer,UPDATE,49.91700000012145
reader,SELECT,102.8339999999961
reader,SELECT,78.9170000001782
writer,UPDATE,56.665999999871985
reader,SELECT,141.8330000000356
reader,SELECT,73.04100000005143
writer,UPDATE,51.12500000015174
reader,SELECT,90.70800000010593
reader,SELECT,70.33300000003351
writer,UPDATE,53.12499999998721
reader,SELECT,91.74999999994604
reader,SELECT,77.1660000000729
writer,UPDATE,65.41699999984552
reader,SELECT,90.08399999999028
reader,SELECT,68.87499999996827
writer,UPDATE,57.58299999980565
reader,SELECT,95.83299999982309
reader,SELECT,72.000000000072
writer,UPDATE,51.62499999999959
reader,SELECT,86.2499999998434
reader,SELECT,71.12500000006072
writer,UPDATE,72.08300000005607
reader,SELECT,109.79199999994194
writer,UPDATE,85.1669999999416
reader,SELECT,68.33300000019804
reader,SELECT,46.457999999915955
writer,UPDATE,53.250000000115705
reader,SELECT,65.74999999986453
reader,SELECT,44.125000000061476
writer,UPDATE,58.54100000002305
reader,SELECT,73.0839999998345
reader,SELECT,63.33299999994324
writer,UPDATE,59.08300000001532
reader,SELECT,85.79199999991793
reader,SELECT,81.70900000004089
writer,UPDATE,32.95799999980531
reader,SELECT,70.04199999993688
reader,SELECT,139.00000000011124
writer,UPDATE,101.58299999996068
reader,SELECT,91.70799999980161
writer,UPDATE,79.41700000002605
reader,SELECT,115.16600000005539
reader,SELECT,78.7079999999829
reader,SELECT,180.8340000000186
writer,UPDATE,210.00000000004349
reader,SELECT,88.08300000007208
writer,UPDATE,56.20900000002926
reader,SELECT,98.91699999986514
reader,SELECT,73.50000000005963
writer,UPDATE,69.6250000000731
reader,SELECT,88.20899999983922
reader,SELECT,76.7919999999922
writer,UPDATE,62.833000000095396
reader,SELECT,99.41700000015707
reader,SELECT,73.04200000013417
writer,UPDATE,56.417000000141826
reader,SELECT,84.9170000001287
reader,SELECT,70.58300000006845
writer,UPDATE,60.583999999863636
reader,SELECT,83.95799999982856
reader,SELECT,73.04199999991212
writer,UPDATE,54.25000000003344
reader,SELECT,85.58299999994468
reader,SELECT,69.66699999999548
writer,UPDATE,55.75000000002106
reader,SELECT,94.20900000001176
reader,SELECT,69.70800000005717
writer,UPDATE,66.79199999992669
reader,SELECT,87.37500000011167
reader,SELECT,72.12499999997846
writer,UPDATE,54.166000000188674
reader,SELECT,86.91699999996416
reader,SELECT,70.16700000006537
writer,UPDATE,52.00000000016303
reader,SELECT,83.91599999990618
reader,SELECT,72.9590000001501
writer,UPDATE,80.70900000012315
reader,SELECT,97.41700000009956
reader,SELECT,69.70800000005717
writer,UPDATE,60.75000000005382
reader,SELECT,105.20799999991226
reader,SELECT,165.41700000005653
writer,UPDATE,175.29199999999355
reader,SELECT,82.91700000007118
reader,SELECT,142.50000000015638
writer,UPDATE,166.58300000016447
reader,SELECT,37.6250000000411
reader,SELECT,129.95799999981904
writer,UPDATE,203.9160000000262
reader,SELECT,92.29199999993831
writer,UPDATE,61.04200000001114
reader,SELECT,84.95799999996834
reader,SELECT,69.95799999987007
writer,UPDATE,53.79199999988593
reader,SELECT,83.62500000003159
reader,SELECT,60.08299999993305
writer,UPDATE,45.041000000134446
reader,SELECT,73.87500000000102
reader,SELECT,68.7919999999842
writer,UPDATE,63.33299999994324
reader,SELECT,90.54100000005505
reader,SELECT,69.45900000010496
writer,UPDATE,59.165999999999386
reader,SELECT,83.62500000003159
reader,SELECT,75.9580000000426
writer,UPDATE,67.79199999984442
reader,SELECT,93.24999999993366
reader,SELECT,71.75000000003706
writer,UPDATE,58.874999999902755
reader,SELECT,85.20800000000328
reader,SELECT,70.54099999992403
writer,UPDATE,62.75000000011133
reader,SELECT,87.29199999990556
reader,SELECT,70.54199999978472
writer,UPDATE,55.499999999986116
reader,SELECT,76.29100000006162
writer,UPDATE,144.6249999998983
reader,SELECT,151.58299999984416
reader,SELECT,96.3750000000374
writer,UPDATE,55.12499999982268
reader,SELECT,84.95899999982903
reader,SELECT,69.91600000016973
writer,UPDATE,54.541999999990765
reader,SELECT,86.33300000004951
reader,SELECT,71.25000000018922
writer,UPDATE,55.08300000012234
reader,SELECT,98.12500000005997
reader,SELECT,74.7500000000123
writer,UPDATE,51.1249999999297
reader,SELECT,88.00000000008801
reader,SELECT,74.12500000003597
writer,UPDATE,51.00000000002325
reader,SELECT,97.29099999988833
reader,SELECT,74.54200000012179
writer,UPDATE,55.2920000000956
reader,SELECT,91.83299999993011
reader,SELECT,194.2919999999848
writer,UPDATE,132.62499999999733
reader,SELECT,90.99999999984121
writer,UPDATE,55.29199999987355
reader,SELECT,85.1669999999416
reader,SELECT,70.7079999999749
reader,SELECT,134.2909999999531
writer,UPDATE,152.91699999986363
reader,SELECT,92.3339999998607
writer,UPDATE,74.2910000000041
reader,SELECT,93.24999999993366
reader,SELECT,85.41699999997654
writer,UPDATE,58.49999999996136
reader,SELECT,84.25000000000793
reader,SELECT,74.95899999998556
writer,UPDATE,61.04200000001114
reader,SELECT,78.91600000009547
reader,SELECT,63.45799999984969
writer,UPDATE,55.58399999983088
reader,SELECT,72.3750000000134
reader,SELECT,43.00000000001525
writer,UPDATE,35.50000000007714
reader,SELECT,55.83300000000513
reader,SELECT,43.291999999972575
writer,UPDATE,32.833000000120904
reader,SELECT,59.1249999999377
reader,SELECT,46.16700000004137
writer,UPDATE,37.167000000115635
reader,SELECT,54.41699999986227
reader,SELECT,35.832999999874104
writer,UPDATE,33.41600000017486
reader,SELECT,47.33299999992724
reader,SELECT,39.62500000009861
writer,UPDATE,33.624999999926075
reader,SELECT,79.45800000008774
reader,SELECT,234.9579999998408
writer,UPDATE,208.6249999999623
reader,SELECT,57.41599999997682
writer,UPDATE,33.83299999981659
reader,SELECT,74.20900000010278
reader,SELECT,36.08299999990905
writer,UPDATE,29.332999999853726
reader,SELECT,45.70900000011591
reader,SELECT,45.250000000107704
writer,UPDATE,63.5419999999165
reader,SELECT,57.04099999981338
reader,SELECT,47.04099999996991
writer,UPDATE,40.33399999991971
reader,SELECT,52.41599999994406
reader,SELECT,46.457999999915955
writer,UPDATE,37.792000000091974
reader,SELECT,52.7919999999682
reader,SELECT,71.9160000000052
writer,UPDATE,57.207999999864256
reader,SELECT,85.58299999994468
reader,SELECT,71.08300000013834
writer,UPDATE,61.6250000000651
reader,SELECT,108.95900000007508
reader,SELECT,64.87499999985324
writer,UPDATE,78.16699999985133
reader,SELECT,78.29199999997982
reader,SELECT,45.00000000007276
writer,UPDATE,39.875000000133554
reader,SELECT,105.04100000008343
reader,SELECT,75.00000000004725
writer,UPDATE,57.667000000094504
reader,SELECT,90.20900000011878
reader,SELECT,69.91700000003043
writer,UPDATE,58.333999999993225
reader,SELECT,73.91700000014545
reader,SELECT,69.33300000011577
writer,UPDATE,50.49999999995336
reader,SELECT,83.12500000018375
reader,SELECT,76.16700000001586
writer,UPDATE,62.74999999988928
reader,SELECT,82.91700000007118
reader,SELECT,72.95800000006736
writer,UPDATE,64.3750000000054
reader,SELECT,73.70799999995015
writer,UPDATE,76.12500000009348
reader,SELECT,98.12500000005997
reader,SELECT,61.45800000001422
reader,SELECT,128.7500000000108
writer,UPDATE,146.9170000001352
reader,SELECT,58.62499999986781
reader,SELECT,105.91699999995541
writer,UPDATE,162.8339999999451
reader,SELECT,57.62499999995008
writer,UPDATE,46.66599999980647
reader,SELECT,63.708999999967375
reader,SELECT,68.58400000009368
writer,UPDATE,82.75000000002031
reader,SELECT,102.37499999998789
reader,SELECT,82.49999999998536
writer,UPDATE,64.12499999997046
reader,SELECT,94.29099999991308
writer,UPDATE,72.41599999985304
reader,SELECT,85.4159999998938
reader,SELECT,70.0000000000145
writer,UPDATE,206.2499999999634
reader,SELECT,210.66699999994222
reader,SELECT,91.0409999999029
writer,UPDATE,211.58399999987586
reader,SELECT,165.6670000000915
reader,SELECT,90.33300000016453
writer,UPDATE,54.37499999993989
reader,SELECT,70.95899999987054
reader,SELECT,69.45900000010496
writer,UPDATE,54.04200000014292
reader,SELECT,83.74999999993804
reader,SELECT,69.41600000009984
writer,UPDATE,63.040999999985914
reader,SELECT,85.33299999990973
reader,SELECT,74.2910000000041
writer,UPDATE,60.08400000001579
reader,SELECT,95.33299999997524
reader,SELECT,70.75000000011933
writer,UPDATE,63.20800000003679
reader,SELECT,87.04200000009266
reader,SELECT,74.08399999997428
writer,UPDATE,55.87499999992751
reader,SELECT,84.87499999998427
reader,SELECT,73.79200000001696
writer,UPDATE,52.91600000001395
reader,SELECT,89.54199999999801
reader,SELECT,70.16700000006537
writer,UPDATE,56.33399999993571
reader,SELECT,86.29199999998782
reader,SELECT,288.29200000002334
writer,UPDATE,205.25000000004567
reader,SELECT,87.08400000001504
writer,UPDATE,102.12499999995295
reader,SELECT,101.16700000017964
reader,SELECT,71.87499999994351
reader,SELECT,168.16699999999685
writer,UPDATE,213.29199999997604
reader,SELECT,89.75000000011057
reader,SELECT,164.04199999997536
writer,UPDATE,190.54199999990473
reader,SELECT,80.33299999987698
writer,UPDATE,77.62499999985906
reader,SELECT,76.7910000001315
reader,SELECT,85.37500000005416
writer,UPDATE,48.54100000017958
reader,SELECT,64.41700000014983
reader,SELECT,48.124999999954454
writer,UPDATE,48.833000000136906
reader,SELECT,57.707999999934145
reader,SELECT,60.91700000010469
writer,UPDATE,61.66699999998748
reader,SELECT,73.12499999989619
reader,SELECT,55.33400000001798
writer,UPDATE,51.37499999996464
reader,SELECT,65.41599999998482
reader,SELECT,156.83299999991186
writer,UPDATE,146.95799999997485
reader,SELECT,58.208000000004034
writer,UPDATE,144.6249999998983
reader,SELECT,167.1249999999347
reader,SELECT,98.58399999984613
writer,UPDATE,82.66700000003624
reader,SELECT,92.04199999990337
reader,SELECT,71.41700000001805
writer,UPDATE,58.04099999995316
reader,SELECT,85.08400000017957
reader,SELECT,69.4999999999446
writer,UPDATE,54.79200000002571
reader,SELECT,85.49999999996061
reader,SELECT,80.2499999998929
writer,UPDATE,55.624999999892566
reader,SELECT,86.04199999995288
reader,SELECT,69.29199999983204
writer,UPDATE,58.95799999988682
reader,SELECT,85.79200000013998
reader,SELECT,76.70900000000813
writer,UPDATE,54.08299999998256
reader,SELECT,90.20800000003604
reader,SELECT,71.24999999996717
writer,UPDATE,52.95800000015838
reader,SELECT,84.25000000000793
reader,SELECT,71.41599999993531
writer,UPDATE,56.124999999962455
reader,SELECT,86.74999999991329
reader,SELECT,69.58400000001141
writer,UPDATE,63.75000000002906
reader,SELECT,95.41700000004205
reader,SELECT,71.12500000006072
writer,UPDATE,53.95899999993681
reader,SELECT,109.91699999984839
reader,SELECT,70.99999999993223
writer,UPDATE,53.875000000092044
reader,SELECT,84.16700000002386
reader,SELECT,69.74999999997955
writer,UPDATE,52.45800000008849
reader,SELECT,82.8750000001488
reader,SELECT,180.5829999999009
writer,UPDATE,118.20799999995302
reader,SELECT,89.62499999998208
writer,UPDATE,61.16699999991759
reader,SELECT,83.87500000006654
reader,SELECT,71.54200000014654
writer,UPDATE,54.16700000004937
reader,SELECT,83.08300000003932
reader,SELECT,69.54200000008903
writer,UPDATE,52.79099999988546
reader,SELECT,84.4170000000588
reader,SELECT,68.95800000017438
writer,UPDATE,66.0410000001832
reader,SELECT,88.00000000008801
reader,SELECT,69.74999999997955
writer,UPDATE,53.41700000016658
reader,SELECT,84.4170000000588
reader,SELECT,69.04200000001914
writer,UPDATE,53.499999999928605
reader,SELECT,94.99999999995623
reader,SELECT,77.83299999997162
writer,UPDATE,61.95800000008411
reader,SELECT,87.9169999998819
reader,SELECT,70.66699999991322
writer,UPDATE,55.582999999970184
reader,SELECT,97.00000000001374
reader,SELECT,72.29199999980729
writer,UPDATE,50.41599999988655
reader,SELECT,86.04099999987014
reader,SELECT,189.91700000015044
writer,UPDATE,165.66600000000875
reader,SELECT,94.79200000006571
writer,UPDATE,61.95799999986207
reader,SELECT,85.62499999986706
reader,SELECT,76.58300000001894
writer,UPDATE,58.625000000089855
reader,SELECT,91.20900000003651
reader,SELECT,69.41600000009984
writer,UPDATE,65.95900000005983
reader,SELECT,88.87500000009929
reader,SELECT,185.70799999984013
writer,UPDATE,162.7079999999559
reader,SELECT,88.33299999988498
writer,UPDATE,62.000000000006494
reader,SELECT,84.70900000001613
reader,SELECT,69.91700000003043
writer,UPDATE,59.29100000012788
reader,SELECT,85.74999999999555
reader,SELECT,70.87499999980373
writer,UPDATE,79.41599999994331
reader,SELECT,96.45799999979943
reader,SELECT,70.20899999998775
writer,UPDATE,53.95799999985407
reader,SELECT,84.45799999989845
reader,SELECT,69.1660000000649
writer,UPDATE,51.709000000066396
reader,SELECT,83.1249999999617
reader,SELECT,69.83299999996362
writer,UPDATE,66.8750000001328
reader,SELECT,94.04199999996088
reader,SELECT,70.79099999995897
writer,UPDATE,54.041999999920876
reader,SELECT,84.9170000001287
reader,SELECT,69.70900000013991
writer,UPDATE,51.79199999982842
reader,SELECT,91.79200000009047
reader,SELECT,70.79099999995897
writer,UPDATE,52.625000000139366
reader,SELECT,94.50000000010839
reader,SELECT,71.33400000003398
writer,UPDATE,55.08300000012234
reader,SELECT,87.083999999793
reader,SELECT,69.66599999991274
writer,UPDATE,50.41599999988655
reader,SELECT,85.45800000003823
reader,SELECT,166.12500000001694
writer,UPDATE,152.2910000000266
reader,SELECT,89.2080000001183
writer,UPDATE,59.58300000008521
reader,SELECT,100.04099999982863
reader,SELECT,71.79200000018149
writer,UPDATE,56.25000000009095
reader,SELECT,87.62499999992457
reader,SELECT,69.33300000011577
writer,UPDATE,62.541999999998765
reader,SELECT,90.4170000000093
reader,SELECT,74.20900000010278
writer,UPDATE,53.6250000000571
reader,SELECT,87.58300000000219
reader,SELECT,70.37499999995589
writer,UPDATE,52.04100000000267
reader,SELECT,84.87499999998427
reader,SELECT,69.54100000000629
writer,UPDATE,56.000000000056005
reader,SELECT,86.41699999989427
reader,SELECT,77.33399999998447
writer,UPDATE,65.12499999988819
reader,SELECT,94.62500000001484
reader,SELECT,50.16699999993435
writer,UPDATE,40.62500000001634
reader,SELECT,59.33299999982822
reader,SELECT,36.49999999999487
writer,UPDATE,34.37500000003091
reader,SELECT,37.33300000008377
writer,UPDATE,31.04200000003665
reader,SELECT,36.91599999999795
reader,SELECT,77.4999999999526
reader,SELECT,233.83400000009937
writer,UPDATE,289.0829999999678
reader,SELECT,99.20799999996177
reader,SELECT,51.45799999994871
reader,SELECT,55.459000000146474
reader,SELECT,57.290999999848324
reader,SELECT,51.9580000000186
reader,SELECT,50.16700000015639
reader,SELECT,42.79200000012473
reader,SELECT,44.91699999986665
reader,SELECT,44.87500000016631
reader,SELECT,43.41600000001833
reader,SELECT,44.334000000034735
reader,SELECT,42.83299999996437
reader,SELECT,32.95899999988805
reader,SELECT,40.33400000014176
reader,SELECT,28.37500000008042
reader,SELECT,27.5839999999139
reader,SELECT,36.54199999991725
reader,SELECT,36.249999999959925
reader,SELECT,41.833999999907334
reader,SELECT,39.917000000055936
reader,SELECT,46.291000000087124
reader,SELECT,45.74999999995555
reader,SELECT,36.791999999952196
reader,SELECT,47.79199999993544
reader,SELECT,50.54200000009779
reader,SELECT,41.83400000012938
reader,SELECT,31.833999999841822
reader,SELECT,39.58400000003692
reader,SELECT,52.41599999994406
reader,SELECT,43.37499999995664
reader,SELECT,80.2909999999546
reader,SELECT,74.20800000002004
reader,SELECT,70.08299999999856
reader,SELECT,69.08399999994153
reader,SELECT,68.83299999982384
